head_event	relation	tail_event
PersonX feels [sad]. [sad]	InstanceOf	negative feeling
PersonX feels [sad]. [sad]	InstanceOf	strong emotion
PersonX feels [sad]. [sad]	InstanceOf	negative emotion
PersonX feels [sad]. [sad]	InstanceOf	sadness
PersonX becomes [smarter]. [smarter]	InstanceOf	intelligence
PersonX becomes [smarter]. [smarter]	InstanceOf	smart
PersonX dyed PersonX's hair [blonde]. [blonde]	InstanceOf	light hair
PersonX dyed PersonX's hair [blonde]. [blonde]	InstanceOf	blond
PersonX dyed PersonX's hair [blonde]. [blonde]	InstanceOf	blonde
PersonX feels [elated]. [elated]	InstanceOf	emotion
PersonX feels [elated]. [elated]	InstanceOf	positive feeling
PersonX feels [elated]. [elated]	InstanceOf	strong emotion
PersonX feels [elated]. [elated]	InstanceOf	positive emotion
PersonX feels [elated]. [elated]	InstanceOf	excitement
PersonX becomes [frustrated]. [frustrated]	InstanceOf	frustration
PersonX becomes [frustrated]. [frustrated]	InstanceOf	negative feeling
PersonX becomes [frustrated]. [frustrated]	InstanceOf	negative emotional response
PersonX becomes [frustrated]. [frustrated]	InstanceOf	negative emotion
PersonX becomes [very ill]. [very ill]	InstanceOf	sickness
PersonX becomes [very ill]. [very ill]	InstanceOf	illness
PersonX becomes [very ill]. [very ill]	InstanceOf	ill
PersonX names the films that PersonY is [most proud of]. [most proud of]	InstanceOf	feeling
PersonX names the films that PersonY is [most proud of]. [most proud of]	InstanceOf	pride
PersonX has [to take care of PersonY]. [to take care of PersonY]	InstanceOf	caring
PersonX has [to take care of PersonY]. [to take care of PersonY]	InstanceOf	responsibility
PersonX has [to take care of PersonY]. [to take care of PersonY]	InstanceOf	providing support
PersonX has [to take care of PersonY]. [to take care of PersonY]	InstanceOf	support
[PersonX pats PersonY on the head]. [PersonX pats PersonY on the head]	InstanceOf	simple affection
[PersonX pats PersonY on the head]. [PersonX pats PersonY on the head]	InstanceOf	pat
[PersonX pats PersonY on the head]. [PersonX pats PersonY on the head]	InstanceOf	gesture
[PersonX tells PersonY's mother]. [PersonX tells PersonY's mother]	InstanceOf	talking
[PersonX tells PersonY's mother]. [PersonX tells PersonY's mother]	InstanceOf	speaking
[PersonX tells PersonY's mother]. [PersonX tells PersonY's mother]	InstanceOf	speech
[PersonX tells PersonY's mother]. [PersonX tells PersonY's mother]	InstanceOf	conversation
[PersonX plays laser tag]. [PersonX plays laser tag]	InstanceOf	activity
[PersonX plays laser tag]. [PersonX plays laser tag]	InstanceOf	physical activity
[PersonX plays laser tag]. [PersonX plays laser tag]	InstanceOf	gaming
[PersonX plays laser tag]. [PersonX plays laser tag]	InstanceOf	social interaction
[PersonX plays laser tag]. [PersonX plays laser tag]	InstanceOf	social activity
[PersonX plays laser tag]. [PersonX plays laser tag]	InstanceOf	laser tag
PersonX takes [a step back]. [a step back]	InstanceOf	retreat
PersonX takes [a step back]. [a step back]	InstanceOf	movement
PersonX is deferred [until test results are in]. [until test results are in]	InstanceOf	test result
PersonX is deferred [until test results are in]. [until test results are in]	InstanceOf	outcome
[PersonX cuts PersonY's leg]. [PersonX cuts PersonY's leg]	InstanceOf	cut
[PersonX cuts PersonY's leg]. [PersonX cuts PersonY's leg]	InstanceOf	cutting
[PersonX cuts PersonY's leg]. [PersonX cuts PersonY's leg]	InstanceOf	action
[PersonX burns badly]. [PersonX burns badly]	InstanceOf	condition
[PersonX burns badly]. [PersonX burns badly]	InstanceOf	extraordinary circumstance
[PersonX burns badly]. [PersonX burns badly]	InstanceOf	injury
[PersonX burns badly]. [PersonX burns badly]	InstanceOf	physical pain
[PersonX burns badly]. [PersonX burns badly]	InstanceOf	burns
[PersonX burns badly]. [PersonX burns badly]	InstanceOf	burning
[PersonX burns badly]. [PersonX burns badly]	InstanceOf	circumstance
[PersonX thinks of a solution]. [PersonX thinks of a solution]	InstanceOf	cognitive process
[PersonX thinks of a solution]. [PersonX thinks of a solution]	InstanceOf	thinking
[PersonX makes cookies]. [PersonX makes cookies]	InstanceOf	basic cooking method
[PersonX makes cookies]. [PersonX makes cookies]	InstanceOf	baking
[PersonX has a baby girl]. [PersonX has a baby girl]	InstanceOf	baby
[PersonX has a baby girl]. [PersonX has a baby girl]	InstanceOf	new born
PersonX hits by [lightning]. [lightning]	InstanceOf	lightning
[PersonX sees the animals]. [PersonX sees the animals]	InstanceOf	sense
[PersonX sees the animals]. [PersonX sees the animals]	InstanceOf	wildlife based activity
[PersonX sees the animals]. [PersonX sees the animals]	InstanceOf	viewing
[PersonX sees the animals]. [PersonX sees the animals]	InstanceOf	observation
[PersonX sees the animals]. [PersonX sees the animals]	InstanceOf	sight
[PersonX sees the animals]. [PersonX sees the animals]	InstanceOf	visual perception
[PersonX sees the animals]. [PersonX sees the animals]	InstanceOf	perceiving
PersonX becomes [a pilot]. [a pilot]	InstanceOf	skilled employee
PersonX becomes [a pilot]. [a pilot]	InstanceOf	aviation professional
[PersonX checks everywhere]. [PersonX checks everywhere]	InstanceOf	investigation
[PersonX checks everywhere]. [PersonX checks everywhere]	InstanceOf	glance
[PersonX checks everywhere]. [PersonX checks everywhere]	InstanceOf	look
[PersonX makes thanksgiving dinner]. [PersonX makes thanksgiving dinner]	InstanceOf	activity
[PersonX makes thanksgiving dinner]. [PersonX makes thanksgiving dinner]	InstanceOf	making dinner
[PersonX makes thanksgiving dinner]. [PersonX makes thanksgiving dinner]	InstanceOf	occasion
[PersonX makes thanksgiving dinner]. [PersonX makes thanksgiving dinner]	InstanceOf	dinner
[PersonX makes thanksgiving dinner]. [PersonX makes thanksgiving dinner]	InstanceOf	cooking
PersonX finds [a hole]. [a hole]	InstanceOf	pit
PersonX finds [a hole]. [a hole]	InstanceOf	cavity
PersonX finds [a hole]. [a hole]	InstanceOf	opening
PersonX develops along [lines]. [lines]	InstanceOf	pattern
PersonX develops along [lines]. [lines]	InstanceOf	lines
[PersonX recently graduated]. [PersonX recently graduated]	InstanceOf	life event
[PersonX recently graduated]. [PersonX recently graduated]	InstanceOf	graduation
[PersonX recently graduated]. [PersonX recently graduated]	InstanceOf	graduating
[PersonX puts PersonX's phone away]. [PersonX puts PersonX's phone away]	InstanceOf	movement
PersonX finishes [the job]. [the job]	InstanceOf	job
PersonX finishes [the job]. [the job]	InstanceOf	task
PersonX finishes [the job]. [the job]	InstanceOf	work
PersonX finishes [the job]. [the job]	InstanceOf	chore
[PersonX sees where PersonY was going]. [PersonX sees where PersonY was going]	InstanceOf	observation
[PersonX sees where PersonY was going]. [PersonX sees where PersonY was going]	InstanceOf	visual perception
PersonX is [short on money]. [short on money]	InstanceOf	poor
[PersonX disposes of PersonX's property]. [PersonX disposes of PersonX's property]	InstanceOf	disposal
PersonX feels [funny]. [funny]	InstanceOf	funny
PersonX feels [terrible]. [terrible]	InstanceOf	mental state
PersonX feels [terrible]. [terrible]	InstanceOf	bad
PersonX feels [terrible]. [terrible]	InstanceOf	emotion
PersonX feels [terrible]. [terrible]	InstanceOf	sensation
[PersonX replaces PersonX's old one]. [PersonX replaces PersonX's old one]	InstanceOf	replacement
[PersonX replaces PersonX's old one]. [PersonX replaces PersonX's old one]	InstanceOf	new item
PersonX mails PersonY in [bulk]. [bulk]	InstanceOf	quantity
PersonX mails PersonY in [bulk]. [bulk]	InstanceOf	volume
PersonX mails PersonY in [bulk]. [bulk]	InstanceOf	bulk
[PersonX takes place soon]. [PersonX takes place soon]	InstanceOf	happening
[PersonX takes place soon]. [PersonX takes place soon]	InstanceOf	event
[PersonX takes place soon]. [PersonX takes place soon]	InstanceOf	upcoming
[PersonX learns a new skill]. [PersonX learns a new skill]	InstanceOf	cognitive process
[PersonX learns a new skill]. [PersonX learns a new skill]	InstanceOf	learning
[PersonX learns a new skill]. [PersonX learns a new skill]	InstanceOf	cognitive ability
[PersonX learns a new skill]. [PersonX learns a new skill]	InstanceOf	cognitive function
[PersonX learns a new skill]. [PersonX learns a new skill]	InstanceOf	life activity
[PersonX can care less]. [PersonX can care less]	InstanceOf	attitude
PersonX forms [PersonY's impression]. [PersonY's impression]	InstanceOf	opinion
PersonX forms [PersonY's impression]. [PersonY's impression]	InstanceOf	impression
PersonX forms [PersonY's impression]. [PersonY's impression]	InstanceOf	idea
PersonX forms [PersonY's impression]. [PersonY's impression]	InstanceOf	view
[PersonX walks instead]. [PersonX walks instead]	InstanceOf	activity
[PersonX walks instead]. [PersonX walks instead]	InstanceOf	physical activity
[PersonX walks instead]. [PersonX walks instead]	InstanceOf	walking
[PersonX walks instead]. [PersonX walks instead]	InstanceOf	exercise
[PersonX walks instead]. [PersonX walks instead]	InstanceOf	aerobic activity
[PersonX walks instead]. [PersonX walks instead]	InstanceOf	moving
[PersonX walks instead]. [PersonX walks instead]	InstanceOf	walk
[PersonX walks instead]. [PersonX walks instead]	InstanceOf	outdoor activity
[PersonX walks instead]. [PersonX walks instead]	InstanceOf	low-impact activity
[PersonX walks instead]. [PersonX walks instead]	InstanceOf	action
[PersonX laughs PersonY's asses off]. [PersonX laughs PersonY's asses off]	InstanceOf	laughing
[PersonX laughs PersonY's asses off]. [PersonX laughs PersonY's asses off]	InstanceOf	laugh
[PersonX ordered one]. [PersonX ordered one]	InstanceOf	ordering
[PersonX ordered one]. [PersonX ordered one]	InstanceOf	request
[PersonX ordered one]. [PersonX ordered one]	InstanceOf	order
[PersonX ordered one]. [PersonX ordered one]	InstanceOf	purchase
PersonX calls a shovel [a shovel]. [a shovel]	InstanceOf	gardening tool
PersonX calls a shovel [a shovel]. [a shovel]	InstanceOf	long-handled tool
PersonX calls a shovel [a shovel]. [a shovel]	InstanceOf	tool
PersonX calls a shovel [a shovel]. [a shovel]	InstanceOf	garden tool
PersonX calls a shovel [a shovel]. [a shovel]	InstanceOf	shovel
PersonX calls a shovel [a shovel]. [a shovel]	InstanceOf	basic tool
PersonX is PersonY's maid of [honor]. [honor]	InstanceOf	status
PersonX is PersonY's maid of [honor]. [honor]	InstanceOf	virtue
PersonX is PersonY's maid of [honor]. [honor]	InstanceOf	honor
[PersonX lives next door]. [PersonX lives next door]	InstanceOf	resident
[PersonX lives next door]. [PersonX lives next door]	InstanceOf	neighbor
PersonX is walking on [the beach]. [the beach]	InstanceOf	shore
PersonX is walking on [the beach]. [the beach]	InstanceOf	sand
PersonX is walking on [the beach]. [the beach]	InstanceOf	beach
[PersonX calls PersonY this morning]. [PersonX calls PersonY this morning]	InstanceOf	communication
[PersonX calls PersonY this morning]. [PersonX calls PersonY this morning]	InstanceOf	call
[PersonX calls PersonY this morning]. [PersonX calls PersonY this morning]	InstanceOf	phone call
[PersonX calls PersonY this morning]. [PersonX calls PersonY this morning]	InstanceOf	calling
[PersonX throws food]. [PersonX throws food]	InstanceOf	throwing
[PersonX throws food]. [PersonX throws food]	InstanceOf	aggressive behavior
[PersonX throws food]. [PersonX throws food]	InstanceOf	childish endeavor
[PersonX throws food]. [PersonX throws food]	InstanceOf	action
[PersonX creates PersonY a structure]. [PersonX creates PersonY a structure]	InstanceOf	design
[PersonX creates PersonY a structure]. [PersonX creates PersonY a structure]	InstanceOf	creation
[PersonX creates PersonY a structure]. [PersonX creates PersonY a structure]	InstanceOf	construction
[PersonX starts working again]. [PersonX starts working again]	InstanceOf	activity
[PersonX starts working again]. [PersonX starts working again]	InstanceOf	action
[PersonX starts working again]. [PersonX starts working again]	InstanceOf	start
[PersonX starts working again]. [PersonX starts working again]	InstanceOf	work
[PersonX starts working again]. [PersonX starts working again]	InstanceOf	employment
[PersonX is on vacation in mexico]. [PersonX is on vacation in mexico]	InstanceOf	vacation
[PersonX is on vacation in mexico]. [PersonX is on vacation in mexico]	InstanceOf	holiday
[PersonX is on vacation in mexico]. [PersonX is on vacation in mexico]	InstanceOf	trip
PersonX wants [to play with PersonY]. [to play with PersonY]	InstanceOf	activity
PersonX wants [to play with PersonY]. [to play with PersonY]	InstanceOf	playing
PersonX wants [to play with PersonY]. [to play with PersonY]	InstanceOf	engagement
PersonX wants [to play with PersonY]. [to play with PersonY]	InstanceOf	social interaction
PersonX wants [to play with PersonY]. [to play with PersonY]	InstanceOf	social activity
PersonX wants [to play with PersonY]. [to play with PersonY]	InstanceOf	play
[PersonX takes for a ride]. [PersonX takes for a ride]	InstanceOf	activity
[PersonX takes for a ride]. [PersonX takes for a ride]	InstanceOf	transportation
[PersonX takes for a ride]. [PersonX takes for a ride]	InstanceOf	action
[PersonX takes for a ride]. [PersonX takes for a ride]	InstanceOf	ride
[PersonX gets PersonY a view]. [PersonX gets PersonY a view]	InstanceOf	enablement
[PersonX gets PersonY a view]. [PersonX gets PersonY a view]	InstanceOf	view
PersonX becomes [very frustrated]. [very frustrated]	InstanceOf	emotional state
PersonX becomes [very frustrated]. [very frustrated]	InstanceOf	emotion
PersonX becomes [very frustrated]. [very frustrated]	InstanceOf	anger
PersonX becomes [very frustrated]. [very frustrated]	InstanceOf	frustration
PersonX becomes [very frustrated]. [very frustrated]	InstanceOf	negative feeling
PersonX becomes [very frustrated]. [very frustrated]	InstanceOf	negative emotional response
PersonX becomes [very frustrated]. [very frustrated]	InstanceOf	strong emotion
PersonX becomes [very frustrated]. [very frustrated]	InstanceOf	emotional response
PersonX becomes [very frustrated]. [very frustrated]	InstanceOf	negative emotion
PersonX finds [a good place]. [a good place]	InstanceOf	place
PersonX finds [a good place]. [a good place]	InstanceOf	location
PersonX says [would prefer]. [would prefer]	InstanceOf	preference
PersonX has [a wonderful time on PersonX's trip]. [a wonderful time on PersonX's trip]	InstanceOf	good time
PersonX has [a wonderful time on PersonX's trip]. [a wonderful time on PersonX's trip]	InstanceOf	enjoyment
PersonX fails all of [PersonX's classes]. [PersonX's classes]	InstanceOf	classes
PersonX kisses in [PersonY's way]. [PersonY's way]	InstanceOf	way
[PersonX has a new car]. [PersonX has a new car]	InstanceOf	new car
[PersonX has a new car]. [PersonX has a new car]	InstanceOf	motor vehicle
[PersonX has a new car]. [PersonX has a new car]	InstanceOf	car
[PersonX has a new car]. [PersonX has a new car]	InstanceOf	vehicle
[PersonX drives all the way back]. [PersonX drives all the way back]	InstanceOf	activity
[PersonX drives all the way back]. [PersonX drives all the way back]	InstanceOf	driving
[PersonX drives all the way back]. [PersonX drives all the way back]	InstanceOf	action
PersonX is at [the bar] with friends. [the bar]	InstanceOf	pub
PersonX is at [the bar] with friends. [the bar]	InstanceOf	bar
