head_event	relation	tail_event
PersonX is not paying [attention]. [attention]	InstanceOf	cognitive function
[PersonX plays a part in the development]. [PersonX plays a part in the development]	InstanceOf	key function
[PersonX plays a part in the development]. [PersonX plays a part in the development]	InstanceOf	role
PersonX sees [a huge spider]. [a huge spider]	InstanceOf	spider
PersonX sees [a huge spider]. [a huge spider]	InstanceOf	insect
PersonX sees [a huge spider]. [a huge spider]	InstanceOf	pest
[PersonX achieves PersonX's aim]. [PersonX achieves PersonX's aim]	InstanceOf	success
[PersonX achieves PersonX's aim]. [PersonX achieves PersonX's aim]	InstanceOf	result
[PersonX achieves PersonX's aim]. [PersonX achieves PersonX's aim]	InstanceOf	accomplishment
[PersonX achieves PersonX's aim]. [PersonX achieves PersonX's aim]	InstanceOf	achievement
[PersonX sees PersonY together]. [PersonX sees PersonY together]	InstanceOf	cognitive process
[PersonX sees PersonY together]. [PersonX sees PersonY together]	InstanceOf	sight
[PersonX sees PersonY together]. [PersonX sees PersonY together]	InstanceOf	visual perception
[PersonX sees PersonY together]. [PersonX sees PersonY together]	InstanceOf	vision
[PersonX sees PersonY together]. [PersonX sees PersonY together]	InstanceOf	sensory information
[PersonX sees PersonY together]. [PersonX sees PersonY together]	InstanceOf	cognitive function
PersonX turns out [pretty good]. [pretty good]	InstanceOf	nice
PersonX turns out [pretty good]. [pretty good]	InstanceOf	good
PersonX turns out [pretty good]. [pretty good]	InstanceOf	well
PersonX turns out [pretty good]. [pretty good]	InstanceOf	positive
PersonX turns out [pretty good]. [pretty good]	InstanceOf	fine
PersonX turns out [pretty good]. [pretty good]	InstanceOf	great
PersonX is [due the next day]. [due the next day]	InstanceOf	due
PersonX is [due the next day]. [due the next day]	InstanceOf	deadline
[PersonX wants to attend]. [PersonX wants to attend]	InstanceOf	wish
[PersonX wants to attend]. [PersonX wants to attend]	InstanceOf	hope
[PersonX walks along the beach]. [PersonX walks along the beach]	InstanceOf	activity
[PersonX walks along the beach]. [PersonX walks along the beach]	InstanceOf	low-impact activity
[PersonX walks along the beach]. [PersonX walks along the beach]	InstanceOf	walk
[PersonX walks along the beach]. [PersonX walks along the beach]	InstanceOf	walking
[PersonX walks along the beach]. [PersonX walks along the beach]	InstanceOf	regular exercise
[PersonX walks along the beach]. [PersonX walks along the beach]	InstanceOf	action
[PersonX cuts a hole]. [PersonX cuts a hole]	InstanceOf	activity
[PersonX cuts a hole]. [PersonX cuts a hole]	InstanceOf	cut
[PersonX cuts a hole]. [PersonX cuts a hole]	InstanceOf	physical activity
[PersonX cuts a hole]. [PersonX cuts a hole]	InstanceOf	cutting
[PersonX cuts a hole]. [PersonX cuts a hole]	InstanceOf	action
[PersonX finally saved up]. [PersonX finally saved up]	InstanceOf	saving
[PersonX finally saved up]. [PersonX finally saved up]	InstanceOf	savings
[PersonX pushes PersonY's hips]. [PersonX pushes PersonY's hips]	InstanceOf	push
[PersonX pushes PersonY's hips]. [PersonX pushes PersonY's hips]	InstanceOf	action
PersonX needs [a new computer]. [a new computer]	InstanceOf	new computer
PersonX needs [a new computer]. [a new computer]	InstanceOf	computer
PersonX needs [a new computer]. [a new computer]	InstanceOf	device
[PersonX drives home one day]. [PersonX drives home one day]	InstanceOf	activity
[PersonX drives home one day]. [PersonX drives home one day]	InstanceOf	transportation
[PersonX drives home one day]. [PersonX drives home one day]	InstanceOf	driving
[PersonX climbs on top of PersonY]. [PersonX climbs on top of PersonY]	InstanceOf	climbing
[PersonX reads every word]. [PersonX reads every word]	InstanceOf	activity
[PersonX reads every word]. [PersonX reads every word]	InstanceOf	reading
[PersonX really liked it]. [PersonX really liked it]	InstanceOf	liking
[PersonX really liked it]. [PersonX really liked it]	InstanceOf	positive feeling
[PersonX really liked it]. [PersonX really liked it]	InstanceOf	positive mood
[PersonX really liked it]. [PersonX really liked it]	InstanceOf	good feeling
[PersonX really liked it]. [PersonX really liked it]	InstanceOf	positive emotion
[PersonX uses PersonY's services]. [PersonX uses PersonY's services]	InstanceOf	usage
[PersonX uses PersonY's services]. [PersonX uses PersonY's services]	InstanceOf	utilization
PersonX stays home and [rests]. [rests]	InstanceOf	recuperation
PersonX stays home and [rests]. [rests]	InstanceOf	rest
PersonX stays home and [rests]. [rests]	InstanceOf	inactivity
[PersonX takes these factors into account]. [PersonX takes these factors into account]	InstanceOf	consideration
[PersonX allows pets]. [PersonX allows pets]	InstanceOf	authorization
[PersonX allows pets]. [PersonX allows pets]	InstanceOf	allowance
[PersonX allows pets]. [PersonX allows pets]	InstanceOf	permission
[PersonX allows pets]. [PersonX allows pets]	InstanceOf	acceptance
PersonX opens [the email]. [the email]	InstanceOf	email
PersonX opens [the email]. [the email]	InstanceOf	message
[PersonX publishes PersonY's book]. [PersonX publishes PersonY's book]	InstanceOf	publishing
[PersonX publishes PersonY's book]. [PersonX publishes PersonY's book]	InstanceOf	publication
PersonX trains [the new employee]. [the new employee]	InstanceOf	new employee
PersonX trains [the new employee]. [the new employee]	InstanceOf	trainee
PersonX trains [the new employee]. [the new employee]	InstanceOf	employee
PersonX trains [the new employee]. [the new employee]	InstanceOf	worker
PersonX makes it to [school]. [school]	InstanceOf	educational institution
PersonX makes it to [school]. [school]	InstanceOf	school
PersonX makes it to [school]. [school]	InstanceOf	class
PersonX wants [a new puppy]. [a new puppy]	InstanceOf	puppy
PersonX wants [a new puppy]. [a new puppy]	InstanceOf	pet
PersonX wants [a new puppy]. [a new puppy]	InstanceOf	baby animal
PersonX wants [a new puppy]. [a new puppy]	InstanceOf	young pet
PersonX expects [to win]. [to win]	InstanceOf	success
PersonX expects [to win]. [to win]	InstanceOf	victory
PersonX expects [to win]. [to win]	InstanceOf	win
PersonX expects [to win]. [to win]	InstanceOf	winning
PersonX expects [to win]. [to win]	InstanceOf	achievement
PersonX enforces [PersonX's rights]. [PersonX's rights]	InstanceOf	rights
PersonX enforces [PersonX's rights]. [PersonX's rights]	InstanceOf	entitlement
[PersonX drinks a glass of milk]. [PersonX drinks a glass of milk]	InstanceOf	drinking milk
[PersonX leaves empty handed]. [PersonX leaves empty handed]	InstanceOf	exit
[PersonX throws candy]. [PersonX throws candy]	InstanceOf	action
[PersonX throws candy]. [PersonX throws candy]	InstanceOf	throwing
[PersonX trains very hard]. [PersonX trains very hard]	InstanceOf	training
[PersonX trains very hard]. [PersonX trains very hard]	InstanceOf	activity
[PersonX trains very hard]. [PersonX trains very hard]	InstanceOf	practices
[PersonX explains PersonX's meaning]. [PersonX explains PersonX's meaning]	InstanceOf	description
[PersonX explains PersonX's meaning]. [PersonX explains PersonX's meaning]	InstanceOf	explanation
[PersonX loses a lot of money]. [PersonX loses a lot of money]	InstanceOf	loss
[PersonX loses a lot of money]. [PersonX loses a lot of money]	InstanceOf	revenue loss
PersonX turns [eight]. [eight]	InstanceOf	demographic factor
PersonX turns [eight]. [eight]	InstanceOf	demographic information
PersonX turns [eight]. [eight]	InstanceOf	demographic characteristic
PersonX turns [eight]. [eight]	InstanceOf	age
PersonX turns [eight]. [eight]	InstanceOf	demographic variable
[PersonX flosses PersonX's teeth]. [PersonX flosses PersonX's teeth]	InstanceOf	common dental practice
[PersonX flosses PersonX's teeth]. [PersonX flosses PersonX's teeth]	InstanceOf	good dental hygiene
[PersonX flosses PersonX's teeth]. [PersonX flosses PersonX's teeth]	InstanceOf	floss
[PersonX flosses PersonX's teeth]. [PersonX flosses PersonX's teeth]	InstanceOf	dental hygiene
[PersonX flosses PersonX's teeth]. [PersonX flosses PersonX's teeth]	InstanceOf	good oral health habit
[PersonX flosses PersonX's teeth]. [PersonX flosses PersonX's teeth]	InstanceOf	common oral hygiene
[PersonX flosses PersonX's teeth]. [PersonX flosses PersonX's teeth]	InstanceOf	good oral hygiene habit
[PersonX flosses PersonX's teeth]. [PersonX flosses PersonX's teeth]	InstanceOf	flossing
[PersonX flosses PersonX's teeth]. [PersonX flosses PersonX's teeth]	InstanceOf	good oral health hygiene
[PersonX flosses PersonX's teeth]. [PersonX flosses PersonX's teeth]	InstanceOf	good oral hygiene
PersonX improves [PersonX's basketball skills]. [PersonX's basketball skills]	InstanceOf	skills
PersonX improves [PersonX's basketball skills]. [PersonX's basketball skills]	InstanceOf	abilities
[PersonX loves math]. [PersonX loves math]	InstanceOf	positive feeling
[PersonX loves math]. [PersonX loves math]	InstanceOf	interest
[PersonX loves math]. [PersonX loves math]	InstanceOf	likes
[PersonX loves math]. [PersonX loves math]	InstanceOf	positive emotion
[PersonX catches] and arrested. [PersonX catches]	InstanceOf	catch
[PersonX gives PersonY comfort]. [PersonX gives PersonY comfort]	InstanceOf	consideration
[PersonX gives PersonY comfort]. [PersonX gives PersonY comfort]	InstanceOf	comforting
[PersonX gives PersonY comfort]. [PersonX gives PersonY comfort]	InstanceOf	comfort
PersonX fills [the tub]. [the tub]	InstanceOf	container
PersonX fills [the tub]. [the tub]	InstanceOf	plumbing fixture
PersonX fills [the tub]. [the tub]	InstanceOf	tub
[PersonX makes PersonY a gift]. [PersonX makes PersonY a gift]	InstanceOf	creation
[PersonX makes PersonY a gift]. [PersonX makes PersonY a gift]	InstanceOf	gift
[PersonX tells PersonY to leave]. [PersonX tells PersonY to leave]	InstanceOf	command
[PersonX tells PersonY to leave]. [PersonX tells PersonY to leave]	InstanceOf	request
[PersonX tells PersonY to leave]. [PersonX tells PersonY to leave]	InstanceOf	order
[PersonX tells PersonY to leave]. [PersonX tells PersonY to leave]	InstanceOf	demand
PersonX writes [a new song]. [a new song]	InstanceOf	creative work
PersonX writes [a new song]. [a new song]	InstanceOf	new song
PersonX writes [a new song]. [a new song]	InstanceOf	musical composition
PersonX writes [a new song]. [a new song]	InstanceOf	creative product
PersonX sends PersonY [the books]. [the books]	InstanceOf	books
PersonX sends PersonY [the books]. [the books]	InstanceOf	item
[PersonX makes toast]. [PersonX makes toast]	InstanceOf	activity
[PersonX makes toast]. [PersonX makes toast]	InstanceOf	cooking
[PersonX makes toast]. [PersonX makes toast]	InstanceOf	action
PersonX seems [to notice]. [to notice]	InstanceOf	awareness
PersonX seems [to notice]. [to notice]	InstanceOf	observation
PersonX seems [to notice]. [to notice]	InstanceOf	notice
[PersonX exercises PersonY's authority]. [PersonX exercises PersonY's authority]	InstanceOf	influence
[PersonX exercises PersonY's authority]. [PersonX exercises PersonY's authority]	InstanceOf	power
[PersonX exercises PersonY's authority]. [PersonX exercises PersonY's authority]	InstanceOf	authority
[PersonX drives two hours]. [PersonX drives two hours]	InstanceOf	activity
[PersonX drives two hours]. [PersonX drives two hours]	InstanceOf	drive
[PersonX drives two hours]. [PersonX drives two hours]	InstanceOf	driving
[PersonX marries PersonY's cousin]. [PersonX marries PersonY's cousin]	InstanceOf	marriage
[PersonX marries PersonY's cousin]. [PersonX marries PersonY's cousin]	InstanceOf	relationship
[PersonX marries PersonY's cousin]. [PersonX marries PersonY's cousin]	InstanceOf	ceremony
[PersonX lays back on the bed]. [PersonX lays back on the bed]	InstanceOf	posture
[PersonX lays back on the bed]. [PersonX lays back on the bed]	InstanceOf	rest
[PersonX lays back on the bed]. [PersonX lays back on the bed]	InstanceOf	lay
[PersonX lays back on the bed]. [PersonX lays back on the bed]	InstanceOf	action
PersonX gets a cup of [coffee]. [coffee]	InstanceOf	caffeinated drink
PersonX gets a cup of [coffee]. [coffee]	InstanceOf	caffeinated beverage
PersonX gets a cup of [coffee]. [coffee]	InstanceOf	coffee
PersonX gets a cup of [coffee]. [coffee]	InstanceOf	drink
PersonX bribes PersonY with [candy]. [candy]	InstanceOf	high sugar food
PersonX bribes PersonY with [candy]. [candy]	InstanceOf	sugary food
PersonX bribes PersonY with [candy]. [candy]	InstanceOf	sweet
PersonX bribes PersonY with [candy]. [candy]	InstanceOf	candy
PersonX bribes PersonY with [candy]. [candy]	InstanceOf	food item
PersonX bribes PersonY with [candy]. [candy]	InstanceOf	snack
PersonX graduates from [high school]. [high school]	InstanceOf	educational institution
PersonX graduates from [high school]. [high school]	InstanceOf	school
PersonX graduates from [high school]. [high school]	InstanceOf	educational institute
PersonX graduates from [high school]. [high school]	InstanceOf	education
PersonX graduates from [high school]. [high school]	InstanceOf	high school
[PersonX shoots the ball]. [PersonX shoots the ball]	InstanceOf	activity
[PersonX shoots the ball]. [PersonX shoots the ball]	InstanceOf	athletic activity
[PersonX shoots the ball]. [PersonX shoots the ball]	InstanceOf	sport activity
[PersonX shoots the ball]. [PersonX shoots the ball]	InstanceOf	play
[PersonX is running late for work]. [PersonX is running late for work]	InstanceOf	punctuality
[PersonX is playing a game]. [PersonX is playing a game]	InstanceOf	activity
[PersonX is playing a game]. [PersonX is playing a game]	InstanceOf	game
[PersonX is playing a game]. [PersonX is playing a game]	InstanceOf	playing
[PersonX is playing a game]. [PersonX is playing a game]	InstanceOf	absorbing activity
[PersonX is playing a game]. [PersonX is playing a game]	InstanceOf	game play
[PersonX is playing a game]. [PersonX is playing a game]	InstanceOf	fun activity
[PersonX is playing a game]. [PersonX is playing a game]	InstanceOf	playing game
[PersonX changes PersonY's diaper]. [PersonX changes PersonY's diaper]	InstanceOf	action
[PersonX changes PersonY's diaper]. [PersonX changes PersonY's diaper]	InstanceOf	changing diaper
[PersonX drives as fast]. [PersonX drives as fast]	InstanceOf	driving
PersonX walks toward [the door]. [the door]	InstanceOf	exit
PersonX walks toward [the door]. [the door]	InstanceOf	door
PersonX walks toward [the door]. [the door]	InstanceOf	entrance
PersonX walks toward [the door]. [the door]	InstanceOf	opening
PersonX walks toward [the door]. [the door]	InstanceOf	wall opening
[PersonX works a full time job]. [PersonX works a full time job]	InstanceOf	job
[PersonX works a full time job]. [PersonX works a full time job]	InstanceOf	work
[PersonX works a full time job]. [PersonX works a full time job]	InstanceOf	employment
PersonX depends upon [the character]. [the character]	InstanceOf	character
[PersonX touches PersonY on the shoulder]. [PersonX touches PersonY on the shoulder]	InstanceOf	touching
[PersonX touches PersonY on the shoulder]. [PersonX touches PersonY on the shoulder]	InstanceOf	contact
[PersonX touches PersonY on the shoulder]. [PersonX touches PersonY on the shoulder]	InstanceOf	casual contact
[PersonX touches PersonY on the shoulder]. [PersonX touches PersonY on the shoulder]	InstanceOf	gesture
[PersonX touches PersonY on the shoulder]. [PersonX touches PersonY on the shoulder]	InstanceOf	touch
